Census year,Block ID,CLUE_small_area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total_establishments_in_block
2015,407,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,408,West Melbourne (Residential),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,409,West Melbourne (Residential),0,0,0,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,9
2015,410,West Melbourne (Residential),0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3
2015,411,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,412,West Melbourne (Residential),0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3
2015,413,West Melbourne (Residential),0,0,0,1,0,1,0,0,0,2,0,3,1,1,0,0,0,0,0,2,11
2015,414,West Melbourne (Residential),0,1,0,0,6,0,1,0,1,1,0,1,1,2,0,0,1,0,0,0,15
2015,415,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
2015,416,West Melbourne (Residential),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015,418,West Melbourne (Residential),0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4
2015,419,West Melbourne (Residential),0,0,0,0,3,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,10
2015,420,West Melbourne (Residential),1,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,7
2015,421,West Melbourne (Residential),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,422,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015,423,West Melbourne (Residential),0,0,0,2,0,0,0,0,0,5,0,0,0,2,0,0,0,4,0,0,13
2015,424,West Melbourne (Residential),0,1,0,0,1,0,0,0,0,6,2,0,0,4,0,0,0,1,0,0,15
2015,425,West Melbourne (Residential),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2015,426,West Melbourne (Residential),0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,1,0,2,1,1,11
2015,427,West Melbourne (Residential),0,0,0,0,1,1,0,0,0,2,1,1,0,5,0,0,0,2,0,2,15
2015,428,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,2,2,9
2015,429,West Melbourne (Residential),0,0,0,1,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,12
2015,430,West Melbourne (Residential),0,0,0,0,2,0,0,0,0,5,1,0,2,1,0,0,0,2,0,1,14
2015,431,West Melbourne (Residential),0,1,0,1,7,0,0,1,0,0,1,0,2,3,0,1,0,2,1,3,23
2015,432,West Melbourne (Residential),0,0,0,1,0,0,3,0,0,3,0,0,0,1,0,0,0,0,3,0,11
2015,433,West Melbourne (Residential),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2015,434,West Melbourne (Residential),0,1,0,0,6,1,2,0,3,4,2,1,0,1,1,1,0,4,1,1,29
2015,435,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,7,1,2,1,3,0,0,0,11,0,0,25
2015,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,437,West Melbourne (Residential),0,0,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
2015,438,West Melbourne (Residential),1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,7
2015,439,West Melbourne (Residential),0,0,0,0,9,0,2,1,1,1,0,0,0,3,0,0,0,1,1,1,20
2015,440,West Melbourne (Residential),0,0,0,1,8,0,1,0,0,1,2,0,2,2,0,1,0,0,1,1,20
2015,441,West Melbourne (Residential),1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,6
2015,442,West Melbourne (Residential),0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4
2015,443,West Melbourne (Residential),1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,6
2015,444,West Melbourne (Residential),0,1,0,0,8,1,1,0,2,1,0,0,0,2,1,0,0,0,1,2,20
2015,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015,501,West Melbourne (Industrial),0,0,0,2,3,0,0,1,0,0,0,0,3,1,1,0,0,0,1,5,17
2015,502,West Melbourne (Industrial),0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,1,1,5,19,32
2015,503,Kensington,0,3,0,1,3,15,1,0,0,3,0,0,14,3,2,0,1,2,1,13,62
2015,504,Kensington,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,8
2015,505,Kensington,0,0,0,0,1,1,0,0,0,1,0,1,1,4,0,0,0,1,2,1,13
2015,506,North Melbourne,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4
2015,507,Kensington,0,0,0,1,2,1,0,0,0,0,0,2,2,3,0,0,0,1,0,0,12
2015,508,Kensington,0,1,0,1,3,1,1,0,0,0,0,0,3,0,1,0,0,0,0,5,16
2015,509,Kensington,0,0,0,9,5,0,0,0,0,0,0,3,4,0,0,0,0,2,1,0,24
2015,510,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2015,512,Kensington,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
2015,513,Kensington,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,7
2015,514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,515,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,519,Kensington,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8
2015,520,Kensington,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
2015,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,522,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,523,Kensington,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,6
2015,524,Kensington,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,1,0,1,1,1,11
2015,525,Kensington,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3
2015,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015,527,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,528,Kensington,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2015,529,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,530,Kensington,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2015,531,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,533,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,534,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,535,Kensington,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,537,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,538,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,539,Kensington,0,1,0,4,0,1,0,0,0,0,0,0,4,1,0,0,1,0,1,0,13
2015,540,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,541,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,542,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,545,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,547,Kensington,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2015,548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,549,Kensington,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2015,550,Kensington,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2015,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,552,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,553,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,554,Kensington,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2015,555,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,556,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,557,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,558,Kensington,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2015,559,Kensington,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,7
2015,560,Kensington,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2015,561,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,562,Kensington,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2015,563,Kensington,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2015,564,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,565,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,566,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,567,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,568,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,569,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,570,Kensington,1,0,2,19,1,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,29
2015,571,Kensington,0,0,0,2,0,0,0,0,1,8,2,1,1,4,0,2,0,10,1,0,32
2015,601,East Melbourne,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,5
2015,602,East Melbourne,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,603,East Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2015,604,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,605,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2015,606,East Melbourne,4,1,0,0,1,1,0,0,0,2,5,0,0,2,0,0,1,0,0,0,17
2015,607,East Melbourne,2,1,1,0,8,0,1,0,2,8,10,0,1,3,0,2,0,2,1,0,42
2015,608,East Melbourne,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
2015,609,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,610,East Melbourne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,611,East Melbourne,0,0,0,2,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,7
2015,612,East Melbourne,2,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,9
2015,613,East Melbourne,6,0,0,1,2,0,0,0,0,4,21,0,0,5,0,3,0,4,0,0,46
2015,614,East Melbourne,2,0,0,0,1,0,0,0,0,1,5,0,0,2,0,0,0,1,0,0,12
2015,615,East Melbourne,0,0,0,0,0,0,0,0,0,2,61,0,0,0,0,0,0,1,0,0,64
2015,616,East Melbourne,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2015,617,East Melbourne,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2015,618,East Melbourne,1,1,0,0,6,2,1,0,0,5,5,0,1,0,0,0,0,0,0,0,22
2015,619,East Melbourne,0,2,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,8
2015,620,East Melbourne,0,0,0,0,1,0,2,0,0,2,37,0,0,4,1,0,0,1,0,0,48
2015,621,East Melbourne,0,2,0,2,7,0,4,0,4,3,14,1,1,5,2,1,0,0,0,2,48
2015,642,East Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015,643,East Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,644,East Melbourne,1,0,0,1,14,0,2,0,3,5,31,0,1,7,3,1,0,0,0,0,69
2015,645,East Melbourne,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5
2015,646,East Melbourne,0,3,0,2,12,0,1,0,1,2,27,1,0,7,0,0,0,0,0,1,57
2015,649,East Melbourne,0,1,0,2,1,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,10
2015,650,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2015,651,East Melbourne,2,0,0,1,1,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,14
2015,652,East Melbourne,0,0,0,2,0,0,1,0,0,1,0,0,0,1,12,0,0,0,0,0,17
2015,653,East Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015,654,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015,655,East Melbourne,1,0,0,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,8
2015,656,East Melbourne,2,3,0,4,14,1,0,0,4,1,4,1,1,2,1,1,0,0,0,1,40
2015,657,East Melbourne,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2015,658,East Melbourne,0,1,0,9,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,13
2015,659,South Yarra/Melbourne Remainder,0,0,0,8,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,13
2015,660,South Yarra/Melbourne Remainder,0,1,0,10,0,0,0,0,0,3,2,0,0,1,0,0,0,1,1,0,19
2015,661,East Melbourne,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2015,662,East Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2015,663,South Yarra/Melbourne Remainder,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2015,710,South Yarra/Melbourne Remainder,1,0,0,0,0,0,1,0,0,7,2,0,0,1,0,0,0,4,1,0,17
2015,720,South Yarra/Melbourne Remainder,0,4,0,2,15,2,2,0,10,11,3,2,6,5,1,4,0,3,0,4,74
2015,724,South Yarra/Melbourne Remainder,0,4,0,0,6,0,1,0,1,15,3,0,0,1,2,1,0,2,1,0,37
2015,728,Southbank,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2015,729,Southbank,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,0,0,9
2015,730,Southbank,1,1,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,1,1,0,11
2015,731,Southbank,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2015,732,Southbank,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,7
2015,733,Southbank,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
2015,734,Southbank,1,1,0,0,4,4,0,2,2,0,1,0,0,1,2,2,1,1,0,1,23
2015,735,Southbank,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,1,8
2015,736,Southbank,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4
2015,737,Southbank,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6
2015,738,Southbank,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,5
2015,739,Southbank,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,6
2015,740,Southbank,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,5
2015,741,Southbank,0,0,0,11,4,0,1,1,1,2,3,0,0,0,0,0,0,2,0,0,25
2015,742,Southbank,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,5
2015,743,Southbank,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,744,Southbank,0,0,0,0,7,1,0,1,1,1,0,0,1,0,0,0,0,0,2,0,14
2015,745,Southbank,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6
2015,746,Southbank,0,2,1,2,20,4,2,1,3,1,4,7,0,0,0,1,0,2,1,9,60
2015,747,Southbank,0,0,0,0,4,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,10
2015,748,Southbank,1,1,0,0,13,3,2,1,2,5,1,0,0,1,0,2,0,3,1,2,38
2015,749,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015,750,Southbank,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5
2015,751,Southbank,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3
2015,752,Southbank,0,0,0,3,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,15
2015,753,Southbank,2,4,2,1,13,0,0,1,4,35,3,2,2,8,1,3,0,12,4,1,98
2015,759,South Yarra/Melbourne Remainder,0,3,0,1,13,2,0,1,4,3,0,1,0,5,1,0,0,0,0,1,35
2015,760,South Yarra/Melbourne Remainder,0,10,0,0,27,6,1,0,20,5,56,3,2,7,3,5,1,2,4,2,154
2015,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,772,Docklands,0,0,0,0,7,2,1,0,2,0,1,0,2,1,0,2,0,0,2,5,25
2015,773,Docklands,0,2,1,2,2,1,0,1,0,5,0,0,0,5,0,4,0,1,2,2,28
2015,774,Port Melbourne,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,1,0,0,7
2015,775,Port Melbourne,0,1,0,0,4,5,0,0,0,0,1,1,5,1,1,0,1,0,3,5,28
2015,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2015,777,Port Melbourne,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2015,778,Port Melbourne,0,0,0,0,6,1,2,0,0,0,0,3,5,1,0,0,1,1,0,8,28
2015,779,Port Melbourne,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,1,1,10
2015,780,Port Melbourne,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2015,781,Port Melbourne,1,9,0,2,26,8,0,0,6,2,3,1,18,2,3,2,2,6,9,9,109
2015,782,Port Melbourne,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,7
2015,783,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,5
2015,784,Port Melbourne,0,2,0,0,15,5,0,0,1,1,0,4,6,1,4,1,0,3,3,13,59
2015,785,Port Melbourne,0,1,0,0,2,2,1,0,0,2,0,0,2,1,1,0,0,1,7,1,21
2015,786,Port Melbourne,0,1,1,5,6,5,0,0,0,7,0,4,15,5,2,0,1,4,1,7,64
2015,787,Port Melbourne,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,2,8
2015,788,Port Melbourne,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2015,789,Port Melbourne,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2015,790,Port Melbourne,0,5,0,1,16,19,4,1,2,2,1,2,24,3,0,1,2,5,9,28,125
2015,791,Port Melbourne,1,1,0,0,3,2,0,0,0,1,0,0,10,2,0,0,1,0,3,1,25
2015,792,Port Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,793,Port Melbourne,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2015,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
2015,801,Southbank,1,4,1,2,16,4,1,0,6,10,1,3,0,2,1,1,0,7,1,0,61
2015,802,Southbank,0,1,3,2,18,4,0,2,4,20,2,0,5,4,0,4,0,6,1,2,78
2015,803,Southbank,1,1,0,3,0,0,0,0,0,40,0,1,0,1,0,0,0,17,0,0,64
2015,804,Southbank,1,5,0,2,5,0,0,0,1,34,3,1,0,6,0,6,0,148,1,2,215
2015,806,Southbank,1,0,0,3,0,1,1,0,0,5,1,0,0,2,0,0,0,13,0,0,27
2015,807,Southbank,1,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7
2015,808,Southbank,0,1,0,2,5,3,1,2,1,4,1,0,0,0,0,3,0,7,2,1,33
2015,809,Southbank,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
2015,810,Southbank,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
2015,811,Southbank,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4
2015,812,Southbank,2,2,0,1,18,3,2,0,3,8,3,0,1,3,0,1,0,3,0,2,52
2015,813,Southbank,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5
2015,814,Southbank,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
2015,815,Southbank,0,0,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,2,0,0,9
2015,849,South Yarra/Melbourne Remainder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,850,South Yarra/Melbourne Remainder,0,0,0,11,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,14
2015,851,South Yarra/Melbourne Remainder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,852,South Yarra/Melbourne Remainder,0,1,0,12,0,1,0,1,0,5,0,0,0,5,0,0,0,2,0,0,27
2015,853,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,854,South Yarra/Melbourne Remainder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,855,South Yarra/Melbourne Remainder,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2015,856,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,857,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015,858,South Yarra/Melbourne Remainder,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
2015,859,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2015,860,South Yarra/Melbourne Remainder,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,861,South Yarra/Melbourne Remainder,0,0,0,0,0,0,3,1,0,6,0,0,0,1,0,0,0,5,0,0,16
2015,862,South Yarra/Melbourne Remainder,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,7
2015,863,South Yarra/Melbourne Remainder,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,864,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3
2015,865,South Yarra/Melbourne Remainder,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,866,South Yarra/Melbourne Remainder,0,1,0,2,0,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,10
2015,867,South Yarra/Melbourne Remainder,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015,868,South Yarra/Melbourne Remainder,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2015,869,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,870,South Yarra/Melbourne Remainder,0,0,0,0,5,0,1,0,0,3,3,0,0,2,0,0,0,4,0,0,18
2015,871,South Yarra/Melbourne Remainder,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,5
2015,901,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,902,Parkville,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5
2015,903,Parkville,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015,904,Parkville,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4
2015,905,Parkville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2015,906,Parkville,1,1,0,0,12,1,1,0,5,4,1,1,1,4,2,0,0,1,1,0,36
2015,907,Parkville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,908,Parkville,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
